Role,Champion,ImpactScore
MIDDLE,Kindred,0.059624743
MIDDLE,Galio,0.059132066
MIDDLE,Qiyana,0.058266878
MIDDLE,Zilean,0.057111047
MIDDLE,Talon,0.057066377
MIDDLE,Naafiri,0.0562474
MIDDLE,Vladimir,0.055247203
MIDDLE,Irelia,0.05402848
MIDDLE,Ekko,0.053990394
MIDDLE,TwistedFate,0.052862603
MIDDLE,Syndra,0.051896986
MIDDLE,Anivia,0.05130358
MIDDLE,Vex,0.05075778
MIDDLE,Zed,0.050689194
MIDDLE,Xerath,0.04784448
MIDDLE,Pantheon,0.046973415
MIDDLE,Zyra,0.045432247
MIDDLE,Diana,0.04457789
MIDDLE,Lissandra,0.0440238
MIDDLE,Swain,0.040689845
MIDDLE,Tryndamere,0.040051185
MIDDLE,Taliyah,0.03946393
MIDDLE,Lux,0.03932227
MIDDLE,Ziggs,0.03738345
MIDDLE,AurelionSol,0.035461072
MIDDLE,Fizz,0.035446484
MIDDLE,Gangplank,0.03401484
MIDDLE,Sett,0.03358619
MIDDLE,Karma,0.033253007
MIDDLE,Lucian,0.03286168
MIDDLE,Corki,0.032327216
MIDDLE,Twitch,0.031427417
MIDDLE,Viktor,0.030705428
MIDDLE,Neeko,0.029079579
MIDDLE,Annie,0.028778348
MIDDLE,Aurora,0.028418843
MIDDLE,Orianna,0.027098218
MIDDLE,Sylas,0.026560538
MIDDLE,Singed,0.025913712
MIDDLE,Viego,0.025122548
MIDDLE,Jayce,0.025096716
MIDDLE,Nunu,0.02437764
MIDDLE,Ahri,0.022279108
MIDDLE,Akali,0.022241473
MIDDLE,Leblanc,0.01981282
MIDDLE,LeeSin,0.019716885
MIDDLE,Seraphine,0.019211989
MIDDLE,Nidalee,0.017537512
MIDDLE,Kayle,0.016459452
MIDDLE,Ambessa,0.015389588
MIDDLE,Renekton,0.014646164
MIDDLE,Shen,0.01373981
MIDDLE,Veigar,0.011667323
MIDDLE,Mordekaiser,0.009883287
MIDDLE,Morgana,0.009875172
MIDDLE,Chogath,0.009796803
MIDDLE,Ryze,0.0089366315
MIDDLE,Briar,0.008538311
MIDDLE,Nasus,0.0067575206
MIDDLE,Brand,0.0056138467
MIDDLE,Varus,0.0035633296
MIDDLE,Malphite,0.0015812481
MIDDLE,Smolder,0.0011911365
MIDDLE,Vayne,0.00015928793
MIDDLE,Garen,0.0
MIDDLE,Kaisa,-3.849076e-05
MIDDLE,Aatrox,-0.0009708306
MIDDLE,Azir,-0.0022927832
MIDDLE,Rumble,-0.0037474802
MIDDLE,Zeri,-0.005960738
MIDDLE,Jhin,-0.00779917
MIDDLE,Kassadin,-0.009642377
MIDDLE,Caitlyn,-0.010211669
MIDDLE,Sion,-0.010909653
MIDDLE,Ezreal,-0.011627519
MIDDLE,Yone,-0.012355019
MIDDLE,Malzahar,-0.012749307
MIDDLE,Mel,-0.014271651
MIDDLE,KSante,-0.033972237
TOP,Olaf,0.10963141
TOP,Kled,0.09103325
TOP,Ivern,0.08618362
TOP,FiddleSticks,0.08371549
TOP,Heimerdinger,0.08355771
TOP,Akshan,0.082943045
TOP,Kennen,0.08228631
TOP,RekSai,0.081649326
TOP,Zac,0.08160396
TOP,Rengar,0.08141867
TOP,Quinn,0.07921548
TOP,Yasuo,0.07888862
TOP,Zoe,0.07730914
TOP,Riven,0.0717994
TOP,Cassiopeia,0.06543181
TOP,Jax,0.06500496
TOP,Udyr,0.06327863
TOP,Fiora,0.06291566
TOP,Poppy,0.06194117
TOP,Trundle,0.060281392
TOP,Warwick,0.059105676
TOP,Gragas,0.058858506
TOP,Galio,0.058257423
TOP,Zilean,0.054199345
TOP,Teemo,0.0541406
TOP,Ekko,0.051610745
TOP,Vladimir,0.051469848
TOP,Irelia,0.04992335
TOP,Anivia,0.04931647
TOP,Zed,0.047220044
TOP,Shaco,0.04632361
TOP,Pantheon,0.04503241
TOP,Lissandra,0.043940794
TOP,Urgot,0.04264091
TOP,Ornn,0.04221848
TOP,Tryndamere,0.039046608
TOP,Swain,0.03854771
TOP,Nocturne,0.037061267
TOP,Maokai,0.034602378
TOP,Gangplank,0.032551825
TOP,Camille,0.032260496
TOP,Karma,0.03182343
TOP,Sett,0.031810645
TOP,Viktor,0.029393079
TOP,Corki,0.029101435
TOP,Kayn,0.028096462
TOP,Neeko,0.027125288
TOP,Aurora,0.026601197
TOP,Sylas,0.02465516
TOP,Singed,0.024115162
TOP,Darius,0.023600856
TOP,XinZhao,0.022521505
TOP,Akali,0.021976823
TOP,Volibear,0.021964585
TOP,Viego,0.02187574
TOP,Jayce,0.021796467
TOP,Gwen,0.020969411
TOP,Ahri,0.01967305
TOP,TahmKench,0.018040368
TOP,LeeSin,0.01582154
TOP,Ambessa,0.015581493
TOP,Nidalee,0.015570411
TOP,Kayle,0.013452245
TOP,Renekton,0.012963416
TOP,Shen,0.011236284
TOP,Mordekaiser,0.00898074
TOP,Chogath,0.00867472
TOP,Briar,0.008444694
TOP,Ryze,0.007218314
TOP,DrMundo,0.006753465
TOP,Nasus,0.0055477773
TOP,MonkeyKing,0.0039977394
TOP,Malphite,0.0015039734
TOP,Kaisa,0.00074754574
TOP,Garen,0.0
TOP,Varus,-0.00036504611
TOP,Smolder,-0.0006355783
TOP,Aatrox,-0.0007319399
TOP,Illaoi,-0.001934684
TOP,Vayne,-0.0033376513
TOP,Rumble,-0.0037656769
TOP,Azir,-0.0040434645
TOP,Sion,-0.008914498
TOP,Malzahar,-0.012391532
TOP,Yone,-0.012850066
TOP,Caitlyn,-0.01357495
TOP,Sejuani,-0.024811631
TOP,Gnar,-0.02510563
TOP,KSante,-0.031600107
TOP,Yorick,-0.04059623
UTILITY,FiddleSticks,0.08519735
UTILITY,Heimerdinger,0.08479443
UTILITY,Zac,0.08362123
UTILITY,Zoe,0.0786024
UTILITY,Thresh,0.0751233
UTILITY,Rell,0.07376387
UTILITY,Pyke,0.070024155
UTILITY,Velkoz,0.06655174
UTILITY,Poppy,0.065618314
UTILITY,Gragas,0.061236214
UTILITY,Sona,0.060723174
UTILITY,Braum,0.060564287
UTILITY,Hwei,0.060351994
UTILITY,Trundle,0.06009608
UTILITY,Galio,0.057544347
UTILITY,Zilean,0.056979075
UTILITY,Soraka,0.055102732
UTILITY,Teemo,0.05377183
UTILITY,Anivia,0.05067247
UTILITY,TwistedFate,0.04946032
UTILITY,Alistar,0.04915789
UTILITY,Shaco,0.048642047
UTILITY,Xerath,0.04609463
UTILITY,Zyra,0.045324706
UTILITY,Pantheon,0.044228595
UTILITY,Taric,0.04285518
UTILITY,Elise,0.039084982
UTILITY,Swain,0.039022382
UTILITY,Lulu,0.03766872
UTILITY,Janna,0.03732531
UTILITY,Bard,0.03648287
UTILITY,Lux,0.03566485
UTILITY,Maokai,0.032407615
UTILITY,Karma,0.031106535
UTILITY,Twitch,0.028978717
UTILITY,Camille,0.028791318
UTILITY,Annie,0.026582768
UTILITY,Sylas,0.024970049
UTILITY,Neeko,0.024959393
UTILITY,JarvanIV,0.018129535
UTILITY,TahmKench,0.017016962
UTILITY,Seraphine,0.01697982
UTILITY,Leblanc,0.016904293
UTILITY,Nidalee,0.014226456
UTILITY,Nautilus,0.010646066
UTILITY,Amumu,0.009747668
UTILITY,Veigar,0.0093375305
UTILITY,Shen,0.0087523395
UTILITY,Morgana,0.0069741854
UTILITY,Leona,0.0066296756
UTILITY,Brand,0.0038780323
UTILITY,Senna,0.0028294537
UTILITY,Milio,-0.0007584166
UTILITY,Nami,-0.00428137
UTILITY,Rakan,-0.0052361093
UTILITY,Blitzcrank,-0.012046881
UTILITY,Renata,-0.01236285
UTILITY,Sion,-0.013483972
UTILITY,Mel,-0.016917754
UTILITY,Ashe,-0.017168127
UTILITY,Yuumi,-0.062126704
