Role,Champion,ImpactScore
JUNGLE,Skarner,-0.108752765
JUNGLE,Shyvana,-0.11523419
JUNGLE,Rammus,-0.17472623
MIDDLE,Quinn,0.0993275
MIDDLE,Talon,0.09309079
MIDDLE,Xerath,0.0847014
MIDDLE,TwistedFate,0.083282344
MIDDLE,Yasuo,0.076964304
MIDDLE,Taliyah,0.071622014
MIDDLE,Rumble,0.06855867
MIDDLE,Irelia,0.0678484
MIDDLE,Qiyana,0.066711366
MIDDLE,Veigar,0.06582294
MIDDLE,Twitch,0.06295694
MIDDLE,Tristana,0.06035457
MIDDLE,Vladimir,0.060159087
MIDDLE,Brand,0.051526003
MIDDLE,Nasus,0.05018835
MIDDLE,Velkoz,0.049838737
MIDDLE,Lissandra,0.04960588
MIDDLE,Akshan,0.04900962
MIDDLE,Morgana,0.045681264
MIDDLE,Zed,0.04359609
MIDDLE,Kennen,0.043037556
MIDDLE,Ryze,0.042572096
MIDDLE,Zilean,0.042410567
MIDDLE,Leblanc,0.04187905
MIDDLE,Jayce,0.036042925
MIDDLE,Tryndamere,0.035700116
MIDDLE,Zoe,0.03564871
MIDDLE,Hwei,0.034743607
MIDDLE,Diana,0.03469082
MIDDLE,Sylas,0.03323093
MIDDLE,Pantheon,0.029465748
MIDDLE,Aurora,0.026972802
MIDDLE,Kayle,0.023882871
MIDDLE,Renekton,0.022965988
MIDDLE,Zac,0.022568157
MIDDLE,Syndra,0.021467045
MIDDLE,Singed,0.020345312
MIDDLE,Naafiri,0.016480865
MIDDLE,Swain,0.016467614
MIDDLE,Gragas,0.01434194
MIDDLE,Sion,0.012879063
MIDDLE,Ziggs,0.01247908
MIDDLE,Smolder,0.011954771
MIDDLE,Kaisa,0.011114174
MIDDLE,Lux,0.009047872
MIDDLE,Ekko,0.008004898
MIDDLE,Galio,0.0077036913
MIDDLE,Ahri,0.0052975356
MIDDLE,AurelionSol,0.003437996
MIDDLE,Seraphine,0.0022444671
MIDDLE,Garen,0.0
MIDDLE,Akali,-2.288073e-05
MIDDLE,Karma,-0.0019829061
MIDDLE,Mordekaiser,-0.005094202
MIDDLE,Cassiopeia,-0.0052519296
MIDDLE,Chogath,-0.007195789
MIDDLE,Anivia,-0.012008219
MIDDLE,Katarina,-0.014022634
MIDDLE,Yone,-0.015258679
MIDDLE,Annie,-0.015663942
MIDDLE,Corki,-0.017478846
MIDDLE,Ambessa,-0.019686824
MIDDLE,Malzahar,-0.02001987
MIDDLE,Kassadin,-0.024386128
MIDDLE,Caitlyn,-0.024395576
MIDDLE,Azir,-0.024658905
MIDDLE,Riven,-0.029860923
MIDDLE,Fizz,-0.03799208
MIDDLE,Yunara,-0.039027724
MIDDLE,Neeko,-0.041272886
MIDDLE,Orianna,-0.04170523
MIDDLE,Viktor,-0.043218885
MIDDLE,Vex,-0.053016096
MIDDLE,Malphite,-0.062088095
MIDDLE,Mel,-0.071290135
MIDDLE,Heimerdinger,-0.07483825
TOP,Quinn,0.09943147
TOP,Udyr,0.09823127
TOP,Yasuo,0.076468326
TOP,Rumble,0.06789158
TOP,Irelia,0.0667293
TOP,Shaco,0.065067194
TOP,Fiora,0.06431654
TOP,Warwick,0.06254233
TOP,Vladimir,0.058032718
TOP,DrMundo,0.057374164
TOP,Gwen,0.05388269
TOP,Volibear,0.05113304
TOP,Nasus,0.050409917
TOP,Aatrox,0.047084037
TOP,Kennen,0.04385021
TOP,Ryze,0.04338836
TOP,Zed,0.04335753
TOP,Kindred,0.04058498
TOP,Jayce,0.03628188
TOP,Tryndamere,0.03535415
TOP,Sylas,0.033886075
TOP,Urgot,0.033347793
TOP,Pantheon,0.029582582
TOP,Poppy,0.028655866
TOP,Aurora,0.027407238
TOP,Kayle,0.023857059
TOP,Renekton,0.0234619
TOP,Gangplank,0.022876335
TOP,Zac,0.022138659
TOP,Jax,0.021143379
TOP,Singed,0.019143194
TOP,Ornn,0.017843245
TOP,Swain,0.016425874
TOP,Gragas,0.015210703
TOP,Sion,0.013915777
TOP,Camille,0.013330012
TOP,Smolder,0.012895659
TOP,Teemo,0.012609241
TOP,Darius,0.009642143
TOP,Galio,0.0079636965
TOP,Vayne,0.007946863
TOP,Kled,0.0076041277
TOP,Sett,0.003782516
TOP,Garen,0.0
TOP,Akali,-0.00021409742
TOP,Sejuani,-0.0029541145
TOP,Mordekaiser,-0.004383549
TOP,Cassiopeia,-0.005565383
TOP,Chogath,-0.00621215
TOP,Anivia,-0.010653126
TOP,Shen,-0.010869126
TOP,Yone,-0.01369446
TOP,Trundle,-0.018498534
TOP,Ambessa,-0.018663593
TOP,Olaf,-0.020330561
TOP,TahmKench,-0.022474455
TOP,Azir,-0.024728075
TOP,Riven,-0.029555917
TOP,MonkeyKing,-0.03023742
TOP,Kayn,-0.03147295
TOP,Yunara,-0.03769715
TOP,Nocturne,-0.038370162
TOP,KSante,-0.04880185
TOP,Illaoi,-0.055775575
TOP,Malphite,-0.06094811
TOP,Gnar,-0.070443876
TOP,Heimerdinger,-0.07396457
TOP,Yorick,-0.076346494
UTILITY,Xerath,0.08495553
UTILITY,Zyra,0.08372078
UTILITY,Janna,0.066072166
UTILITY,Shaco,0.06575556
UTILITY,Senna,0.055012118
UTILITY,Brand,0.053467676
UTILITY,Velkoz,0.04952277
UTILITY,Morgana,0.04627558
UTILITY,Nautilus,0.042563505
UTILITY,Zilean,0.04190711
UTILITY,Rell,0.0383804
UTILITY,Nidalee,0.03806842
UTILITY,Zoe,0.035059825
UTILITY,Elise,0.034468632
UTILITY,Sylas,0.034372628
UTILITY,Alistar,0.029971527
UTILITY,Pantheon,0.029721038
UTILITY,Poppy,0.027901258
UTILITY,Zac,0.022600466
UTILITY,Maokai,0.022374192
UTILITY,Soraka,0.01585619
UTILITY,Swain,0.015575112
UTILITY,Lulu,0.014896203
UTILITY,Sion,0.014268603
UTILITY,Teemo,0.013538119
UTILITY,Lux,0.008803341
UTILITY,Galio,0.008632929
UTILITY,Nami,0.0038316185
UTILITY,Sona,0.003512056
UTILITY,Seraphine,0.0026200993
UTILITY,Pyke,0.0010747175
UTILITY,Karma,-0.001981538
UTILITY,Thresh,-0.002172665
UTILITY,Leona,-0.007836942
UTILITY,Renata,-0.011297151
UTILITY,Shen,-0.011857247
UTILITY,Rakan,-0.013180697
UTILITY,Bard,-0.020818384
UTILITY,TahmKench,-0.023377607
UTILITY,Milio,-0.029231591
UTILITY,Braum,-0.02954173
UTILITY,FiddleSticks,-0.035652332
UTILITY,Neeko,-0.042140346
UTILITY,Blitzcrank,-0.04708195
UTILITY,Taric,-0.05620695
UTILITY,Nunu,-0.057962388
UTILITY,Amumu,-0.062125478
UTILITY,Yuumi,-0.06423501
UTILITY,Mel,-0.07302302
