Role,Champion,ImpactScore
JUNGLE,Diana,0.028999683
JUNGLE,Qiyana,0.024225235
JUNGLE,DrMundo,0.022440264
JUNGLE,JarvanIV,0.021955628
JUNGLE,Shyvana,0.01917807
JUNGLE,Zeri,0.01829529
JUNGLE,Karthus,0.015443445
JUNGLE,Udyr,0.014450154
JUNGLE,Naafiri,0.012980734
JUNGLE,Hecarim,0.011641258
JUNGLE,Rumble,0.011336655
JUNGLE,Zed,0.00807822
JUNGLE,FiddleSticks,0.0080358125
JUNGLE,LeeSin,0.007739206
JUNGLE,Mordekaiser,0.0074967956
JUNGLE,Teemo,0.0032518252
JUNGLE,Khazix,0.0013129581
JUNGLE,Nocturne,-4.612491e-05
JUNGLE,Brand,-0.0015201673
JUNGLE,Sejuani,-0.002477803
JUNGLE,Kayn,-0.008308555
JUNGLE,Morgana,-0.009613761
JUNGLE,Vi,-0.01155429
JUNGLE,Yorick,-0.0127870105
JUNGLE,Graves,-0.013187394
JUNGLE,Kaisa,-0.013194464
JUNGLE,Amumu,-0.015334531
JUNGLE,Briar,-0.016422853
JUNGLE,Warwick,-0.016766857
JUNGLE,Lillia,-0.022431575
JUNGLE,Evelynn,-0.025061265
JUNGLE,MasterYi,-0.025435902
JUNGLE,Trundle,-0.038957838
JUNGLE,Rammus,-0.043134563
JUNGLE,Skarner,-0.058166765
MIDDLE,Ekko,0.08654761
MIDDLE,Zac,0.07427805
MIDDLE,Gragas,0.07151319
MIDDLE,Talon,0.066396475
MIDDLE,Taliyah,0.062147163
MIDDLE,Shen,0.06031088
MIDDLE,Irelia,0.059762195
MIDDLE,Kindred,0.0596469
MIDDLE,Vex,0.05891718
MIDDLE,Aurora,0.057193976
MIDDLE,Akali,0.056382775
MIDDLE,Seraphine,0.053449664
MIDDLE,Nunu,0.052864082
MIDDLE,Zilean,0.051127862
MIDDLE,Sylas,0.050933357
MIDDLE,TwistedFate,0.050521508
MIDDLE,Neeko,0.04968608
MIDDLE,Pantheon,0.04954847
MIDDLE,Chogath,0.049429003
MIDDLE,Yasuo,0.048375115
MIDDLE,Viktor,0.046544585
MIDDLE,Heimerdinger,0.045527186
MIDDLE,Zoe,0.04541281
MIDDLE,Leblanc,0.044047557
MIDDLE,Ambessa,0.04295566
MIDDLE,Akshan,0.040378504
MIDDLE,Katarina,0.03980572
MIDDLE,Kassadin,0.0394668
MIDDLE,Viego,0.036946442
MIDDLE,Vayne,0.036345355
MIDDLE,Ahri,0.033108037
MIDDLE,Singed,0.03235504
MIDDLE,Diana,0.030917319
MIDDLE,Vladimir,0.028700406
MIDDLE,Qiyana,0.028354716
MIDDLE,Azir,0.028122392
MIDDLE,Tryndamere,0.02781072
MIDDLE,DrMundo,0.027601136
MIDDLE,Swain,0.025935993
MIDDLE,Tristana,0.024989871
MIDDLE,Sion,0.024923109
MIDDLE,Orianna,0.024524631
MIDDLE,Lissandra,0.022871112
MIDDLE,Riven,0.022714391
MIDDLE,Velkoz,0.021853553
MIDDLE,Lucian,0.019010114
MIDDLE,Anivia,0.018127784
MIDDLE,Aatrox,0.017992578
MIDDLE,Hwei,0.0142132435
MIDDLE,Syndra,0.014119237
MIDDLE,Naafiri,0.012686605
MIDDLE,Lux,0.012592038
MIDDLE,Rumble,0.010523437
MIDDLE,Veigar,0.010232058
MIDDLE,AurelionSol,0.009308975
MIDDLE,Nasus,0.009301036
MIDDLE,Kayle,0.008959992
MIDDLE,Zed,0.008452747
MIDDLE,Varus,0.0051052687
MIDDLE,Yone,0.004215521
MIDDLE,Mordekaiser,0.0037743645
MIDDLE,Mel,0.002234819
MIDDLE,Galio,0.002061014
MIDDLE,Karma,0.0010084955
MIDDLE,Annie,0.00065520563
MIDDLE,Garen,0.0
MIDDLE,Jayce,-6.458268e-05
MIDDLE,Corki,-0.0020869607
MIDDLE,Brand,-0.006661168
MIDDLE,Malphite,-0.009169
MIDDLE,Renekton,-0.009652059
MIDDLE,Morgana,-0.009741543
MIDDLE,Xerath,-0.011416397
MIDDLE,Kaisa,-0.012510916
MIDDLE,Cassiopeia,-0.016526656
MIDDLE,Kennen,-0.018069483
MIDDLE,Smolder,-0.020495564
MIDDLE,Briar,-0.021569306
MIDDLE,Ryze,-0.022209426
MIDDLE,Quinn,-0.023619052
MIDDLE,Jhin,-0.025600882
MIDDLE,Ziggs,-0.03340306
MIDDLE,Malzahar,-0.03721322
MIDDLE,Fizz,-0.053460848
TOP,Rengar,0.07555958
TOP,Gragas,0.069415435
TOP,Zac,0.06779387
TOP,RekSai,0.066643655
TOP,Nidalee,0.057819106
TOP,Poppy,0.05543458
TOP,Aurora,0.05456122
TOP,Irelia,0.0543682
TOP,Shen,0.05336178
TOP,Akali,0.05245902
TOP,MonkeyKing,0.052250426
TOP,Neeko,0.0505833
TOP,TwistedFate,0.049724244
TOP,Fiora,0.04917096
TOP,Zilean,0.048408728
TOP,Sylas,0.047849897
TOP,Viktor,0.04549418
TOP,Chogath,0.045409877
TOP,Yasuo,0.04497005
TOP,Ambessa,0.044653915
TOP,Jax,0.044395585
TOP,Heimerdinger,0.04285428
TOP,Pantheon,0.04168477
TOP,Shaco,0.03993017
TOP,Volibear,0.039703246
TOP,Vayne,0.036545385
TOP,Olaf,0.034707684
TOP,Tryndamere,0.03273971
TOP,Viego,0.03216669
TOP,Singed,0.032156423
TOP,Gwen,0.032130018
TOP,Azir,0.025799897
TOP,Vladimir,0.025649792
TOP,Ahri,0.025337989
TOP,Riven,0.0238083
TOP,Sion,0.023616996
TOP,Urgot,0.02351113
TOP,DrMundo,0.022715885
TOP,Camille,0.022432366
TOP,Darius,0.022332111
TOP,Swain,0.020786297
TOP,Lissandra,0.020669783
TOP,Anivia,0.020162841
TOP,Aatrox,0.01699702
TOP,TahmKench,0.016765747
TOP,Rumble,0.013128171
TOP,Nasus,0.0118511105
TOP,KSante,0.010556663
TOP,Udyr,0.010455172
TOP,LeeSin,0.008562692
TOP,Kled,0.008428748
TOP,Varus,0.008235498
TOP,Zed,0.006052045
TOP,FiddleSticks,0.005867686
TOP,Mordekaiser,0.005425184
TOP,Kayle,0.0048748385
TOP,Galio,0.0033332317
TOP,Teemo,0.002238878
TOP,Yone,0.001978959
TOP,Karma,7.9932215e-06
TOP,Garen,0.0
TOP,Jayce,-0.0013566758
TOP,Sejuani,-0.0027634415
TOP,Sett,-0.005624307
TOP,Malphite,-0.0064192214
TOP,Gangplank,-0.007169911
TOP,Renekton,-0.0071863197
TOP,Kayn,-0.008945969
TOP,Cassiopeia,-0.010819446
TOP,Yorick,-0.012976715
TOP,Warwick,-0.014956894
TOP,Illaoi,-0.015116369
TOP,Ryze,-0.018347442
TOP,Quinn,-0.020069407
TOP,Smolder,-0.02061212
TOP,Kennen,-0.024236206
TOP,Gnar,-0.025516758
TOP,Ornn,-0.03076933
TOP,Malzahar,-0.032429103
TOP,Trundle,-0.040928524
UTILITY,Zyra,0.088449374
UTILITY,Gragas,0.069849305
UTILITY,Zac,0.06919429
UTILITY,Nidalee,0.055360835
UTILITY,Nunu,0.05526809
UTILITY,Poppy,0.05473673
UTILITY,Shen,0.054404512
UTILITY,Neeko,0.05373703
UTILITY,Seraphine,0.050817464
UTILITY,Zilean,0.04806807
UTILITY,Sylas,0.04534981
UTILITY,Zoe,0.04477012
UTILITY,Leblanc,0.04373974
UTILITY,Shaco,0.043528877
UTILITY,Pantheon,0.04195665
UTILITY,Senna,0.037725963
UTILITY,Elise,0.037538018
UTILITY,Nami,0.025972174
UTILITY,Camille,0.02418356
UTILITY,Nautilus,0.02271451
UTILITY,Braum,0.02269622
UTILITY,Swain,0.021841923
UTILITY,JarvanIV,0.020982403
UTILITY,Thresh,0.016931128
UTILITY,Hwei,0.015953021
UTILITY,Velkoz,0.015905054
UTILITY,Alistar,0.015581038
UTILITY,Lux,0.013885603
UTILITY,TahmKench,0.012963632
UTILITY,Renata,0.012809424
UTILITY,Lulu,0.009564457
UTILITY,Veigar,0.009081129
UTILITY,FiddleSticks,0.007118358
UTILITY,Bard,0.0060317055
UTILITY,Pyke,0.0024496024
UTILITY,Annie,0.0019160091
UTILITY,Teemo,0.0011052787
UTILITY,Karma,0.00095869025
UTILITY,Taric,8.2332066e-05
UTILITY,Galio,-0.0006360159
UTILITY,Twitch,-0.0008303915
UTILITY,Brand,-0.0008400655
UTILITY,Soraka,-0.001013882
UTILITY,Rakan,-0.0015852867
UTILITY,Leona,-0.0018283466
UTILITY,Mel,-0.003000835
UTILITY,Janna,-0.003940339
UTILITY,Sona,-0.00930088
UTILITY,Morgana,-0.010436301
UTILITY,Xerath,-0.012574775
UTILITY,Vi,-0.013871659
UTILITY,Maokai,-0.017047763
UTILITY,Ashe,-0.017948024
UTILITY,Amumu,-0.02027324
UTILITY,Milio,-0.02069177
UTILITY,Blitzcrank,-0.023105588
UTILITY,Yuumi,-0.029053701
UTILITY,Rell,-0.030410135
UTILITY,Trundle,-0.038733177
