Role,Champion,ImpactScore
JUNGLE,LeeSin,-0.0029550802
JUNGLE,Rumble,-0.0034531318
JUNGLE,Skarner,-0.004220532
JUNGLE,Hecarim,-0.0043410654
JUNGLE,Pantheon,-0.0044096876
JUNGLE,Diana,-0.0044927103
JUNGLE,Rengar,-0.0046011372
JUNGLE,RekSai,-0.0053723524
JUNGLE,Warwick,-0.005439114
JUNGLE,Kayn,-0.0061683934
JUNGLE,Naafiri,-0.0064037615
JUNGLE,Vi,-0.0070255827
JUNGLE,Sejuani,-0.0074962676
JUNGLE,FiddleSticks,-0.0080032945
JUNGLE,Zyra,-0.008376207
JUNGLE,Talon,-0.009639412
JUNGLE,Briar,-0.009943296
JUNGLE,Udyr,-0.009955689
JUNGLE,Olaf,-0.011863277
JUNGLE,MasterYi,-0.012539925
JUNGLE,Elise,-0.014038788
JUNGLE,Evelynn,-0.02158894
JUNGLE,Shyvana,-0.029246017
JUNGLE,Brand,-0.03975707
MIDDLE,Zed,0.020428322
MIDDLE,Galio,0.017683227
MIDDLE,Jayce,0.01671586
MIDDLE,Swain,0.015223852
MIDDLE,Vladimir,0.0133332675
MIDDLE,Ekko,0.012195669
MIDDLE,Nasus,0.011910854
MIDDLE,Zilean,0.011613036
MIDDLE,Irelia,0.009369122
MIDDLE,Zac,0.00841443
MIDDLE,Azir,0.007825401
MIDDLE,Annie,0.0075465017
MIDDLE,Hwei,0.007236843
MIDDLE,Velkoz,0.006739289
MIDDLE,Anivia,0.0067209527
MIDDLE,Karma,0.0067186705
MIDDLE,Smolder,0.006449279
MIDDLE,Katarina,0.004697415
MIDDLE,Neeko,0.004650178
MIDDLE,Syndra,0.004471442
MIDDLE,Gragas,0.00403439
MIDDLE,Fizz,0.0035717362
MIDDLE,Akshan,0.0033247
MIDDLE,Yone,0.002974494
MIDDLE,Mordekaiser,0.0029455402
MIDDLE,Taliyah,0.002900745
MIDDLE,Qiyana,0.0028907445
MIDDLE,Morgana,0.0028765812
MIDDLE,Malphite,0.0025835435
MIDDLE,Ahri,0.0024355305
MIDDLE,Sylas,0.0023462982
MIDDLE,Nidalee,0.0017342803
MIDDLE,Aurora,0.001220487
MIDDLE,Ryze,0.0010453782
MIDDLE,Orianna,0.0003948554
MIDDLE,Corki,0.00036221763
MIDDLE,Ambessa,9.086802e-05
MIDDLE,Garen,0.0
MIDDLE,Varus,-6.186667e-05
MIDDLE,Yasuo,-0.00031546116
MIDDLE,Lissandra,-0.00037451307
MIDDLE,AurelionSol,-0.00085025415
MIDDLE,Akali,-0.0010636761
MIDDLE,TwistedFate,-0.0012743165
MIDDLE,Tryndamere,-0.001303991
MIDDLE,Sion,-0.0017738274
MIDDLE,Zoe,-0.0018578747
MIDDLE,Veigar,-0.0023049626
MIDDLE,Kennen,-0.0023090264
MIDDLE,Renekton,-0.002337746
MIDDLE,Xerath,-0.002482187
MIDDLE,Viktor,-0.0033903308
MIDDLE,Pantheon,-0.0035396356
MIDDLE,Tristana,-0.0037282393
MIDDLE,Chogath,-0.004067176
MIDDLE,Diana,-0.004395245
MIDDLE,Naafiri,-0.0046217227
MIDDLE,Lucian,-0.0055130706
MIDDLE,Riven,-0.005531647
MIDDLE,Seraphine,-0.005702533
MIDDLE,Leblanc,-0.0059838924
MIDDLE,Lux,-0.006557828
MIDDLE,Mel,-0.006837387
MIDDLE,Kaisa,-0.007308016
MIDDLE,Heimerdinger,-0.008007423
MIDDLE,Talon,-0.008243389
MIDDLE,Kassadin,-0.008778683
MIDDLE,Kayle,-0.009094434
MIDDLE,Ziggs,-0.00940359
MIDDLE,FiddleSticks,-0.0094081545
MIDDLE,Quinn,-0.010108692
MIDDLE,Malzahar,-0.016462613
MIDDLE,Cassiopeia,-0.027601438
MIDDLE,Vex,-0.030921029
MIDDLE,Brand,-0.039113857
TOP,Zed,0.020327482
TOP,Jayce,0.01666275
TOP,Galio,0.014852823
TOP,Swain,0.014099812
TOP,Vladimir,0.011246175
TOP,Nasus,0.010766909
TOP,Vayne,0.010453236
TOP,MonkeyKing,0.010399978
TOP,DrMundo,0.009333012
TOP,Azir,0.009261191
TOP,Nocturne,0.009241447
TOP,Trundle,0.009117839
TOP,Irelia,0.00815386
TOP,Smolder,0.007757637
TOP,Zac,0.0075794114
TOP,Shen,0.007083216
TOP,Volibear,0.0069074417
TOP,Anivia,0.0068228035
TOP,Shaco,0.0062253396
TOP,Poppy,0.0051320908
TOP,Camille,0.0045533427
TOP,Mordekaiser,0.004199829
TOP,Yone,0.0041608815
TOP,Ahri,0.0038212975
TOP,Varus,0.0035551868
TOP,Gnar,0.0035539365
TOP,TahmKench,0.0035154265
TOP,Jax,0.0032868518
TOP,Sylas,0.0032186408
TOP,Gangplank,0.0031852443
TOP,Gragas,0.0031744556
TOP,Urgot,0.002901219
TOP,Aatrox,0.0028184971
TOP,Gwen,0.0021545175
TOP,Malphite,0.002122116
TOP,Ornn,0.0016920696
TOP,XinZhao,0.0015504143
TOP,Illaoi,0.0014306055
TOP,Teemo,0.0014032866
TOP,Sett,0.0011833108
TOP,Aurora,0.0010229725
TOP,Sion,0.0002539931
TOP,Yasuo,0.00024903065
TOP,Garen,0.0
TOP,Yorick,-0.00015293808
TOP,Ambessa,-0.0005109107
TOP,Tryndamere,-0.00055349624
TOP,Ryze,-0.0006361038
TOP,Riven,-0.0015132143
TOP,Darius,-0.0015510978
TOP,Akali,-0.00210905
TOP,Renekton,-0.0022294677
TOP,Kennen,-0.002414745
TOP,Maokai,-0.0028171104
TOP,Chogath,-0.0039030502
TOP,Warwick,-0.0040437127
TOP,Rumble,-0.0044687693
TOP,Rengar,-0.0045733103
TOP,Singed,-0.0048418865
TOP,Pantheon,-0.005275564
TOP,Heimerdinger,-0.007012362
TOP,Kayn,-0.0077237366
TOP,Udyr,-0.0086635025
TOP,KSante,-0.00937963
TOP,Kayle,-0.009393757
TOP,Sejuani,-0.009862059
TOP,Fiora,-0.012161822
TOP,Quinn,-0.012262105
TOP,Olaf,-0.015603493
TOP,Kled,-0.023223026
TOP,Cassiopeia,-0.025649222
UTILITY,Swain,0.015223073
UTILITY,Galio,0.014924266
UTILITY,Senna,0.014493851
UTILITY,Lulu,0.014238019
UTILITY,Rell,0.013806295
UTILITY,Alistar,0.013214568
UTILITY,Pyke,0.010194427
UTILITY,Soraka,0.01005314
UTILITY,Zilean,0.008768858
UTILITY,Zac,0.0086032115
UTILITY,Velkoz,0.0074805305
UTILITY,Rakan,0.007421759
UTILITY,JarvanIV,0.0072444677
UTILITY,Neeko,0.0069124727
UTILITY,Karma,0.0067725456
UTILITY,Morgana,0.00600214
UTILITY,Shen,0.005922187
UTILITY,Poppy,0.0054141255
UTILITY,Anivia,0.005291085
UTILITY,Hwei,0.0048737414
UTILITY,Camille,0.0043534203
UTILITY,Thresh,0.0034245711
UTILITY,Sylas,0.0034011027
UTILITY,Shaco,0.0033986473
UTILITY,Milio,0.0032014786
UTILITY,Nidalee,0.0028118556
UTILITY,TahmKench,0.002069172
UTILITY,Amumu,0.0018953228
UTILITY,Renata,0.0012299572
UTILITY,Sona,0.0009473648
UTILITY,Bard,0.0008433448
UTILITY,Teemo,0.000269341
UTILITY,Braum,1.5776992e-05
UTILITY,Ashe,2.6022196e-06
UTILITY,Taric,-0.0003613245
UTILITY,Maokai,-0.00052464055
UTILITY,TwistedFate,-0.000667387
UTILITY,Janna,-0.0011191762
UTILITY,Nami,-0.0013479221
UTILITY,Zoe,-0.0015291374
UTILITY,Xerath,-0.0018202661
UTILITY,Nautilus,-0.0020609759
UTILITY,Pantheon,-0.0021460147
UTILITY,Seraphine,-0.005202683
UTILITY,Leblanc,-0.0054267542
UTILITY,Lux,-0.006396615
UTILITY,Yuumi,-0.0064397636
UTILITY,Zyra,-0.0068776766
UTILITY,FiddleSticks,-0.007092917
UTILITY,Mel,-0.0074339495
UTILITY,Blitzcrank,-0.008083011
UTILITY,Leona,-0.009369261
UTILITY,Elise,-0.015457299
UTILITY,Brand,-0.038920224
