Role,Champion,ImpactScore
TOP,Sejuani,0.05782192
TOP,Renekton,0.057666674
TOP,Akali,0.055553716
TOP,Zed,0.055136487
TOP,Vladimir,0.054889333
TOP,Kayle,0.053048998
TOP,Darius,0.050101295
TOP,DrMundo,0.049557704
TOP,Ahri,0.049073797
TOP,LeeSin,0.049018633
TOP,Volibear,0.04752001
TOP,Sylas,0.043280486
TOP,Viego,0.04142043
TOP,Udyr,0.03993425
TOP,Olaf,0.03988421
TOP,Gangplank,0.039178498
TOP,Ambessa,0.038319856
TOP,Ryze,0.036198687
TOP,Lissandra,0.03573383
TOP,Shen,0.034262925
TOP,Yorick,0.032144804
TOP,Teemo,0.03025358
TOP,Sion,0.027226675
TOP,Nidalee,0.027121015
TOP,Vayne,0.025227118
TOP,KSante,0.023316685
TOP,Aurora,0.023163775
TOP,Chogath,0.023159979
TOP,Anivia,0.022206707
TOP,Ornn,0.021896223
TOP,Irelia,0.020759711
TOP,Smolder,0.018965067
TOP,Warwick,0.014687445
TOP,Sett,0.013786189
TOP,Aatrox,0.012540734
TOP,Varus,0.011941329
TOP,Malphite,0.0117872795
TOP,TahmKench,0.011604676
TOP,Yone,0.010744766
TOP,Garen,0.0
TOP,Mordekaiser,-0.0006609004
TOP,Trundle,-0.022791613
TOP,Illaoi,-0.025517816
TOP,Gnar,-0.035894837
UTILITY,Zac,0.11146846
UTILITY,FiddleSticks,0.081423044
UTILITY,Zyra,0.07794171
UTILITY,Gragas,0.0762552
UTILITY,Neeko,0.07405082
UTILITY,Camille,0.07315286
UTILITY,Shaco,0.0696084
UTILITY,Galio,0.06907359
UTILITY,Zilean,0.06868863
UTILITY,Swain,0.06446257
UTILITY,Pantheon,0.062092934
UTILITY,Poppy,0.061885547
UTILITY,Nunu,0.05239331
UTILITY,Sona,0.044786002
UTILITY,Zoe,0.04370827
UTILITY,Lux,0.043193348
UTILITY,Thresh,0.041403852
UTILITY,Sylas,0.040867466
UTILITY,Karma,0.038448922
UTILITY,Elise,0.035242986
UTILITY,Seraphine,0.03491274
UTILITY,Alistar,0.033955622
UTILITY,Amumu,0.033924475
UTILITY,Pyke,0.033512894
UTILITY,Braum,0.032686852
UTILITY,Shen,0.03144616
UTILITY,Teemo,0.02987178
UTILITY,Nami,0.028813351
UTILITY,Maokai,0.02818405
UTILITY,Nidalee,0.02755094
UTILITY,Rakan,0.025998566
UTILITY,Rell,0.025710989
UTILITY,Mel,0.025234213
UTILITY,Senna,0.024631787
UTILITY,JarvanIV,0.024042899
UTILITY,Bard,0.020099603
UTILITY,Brand,0.01929762
UTILITY,Hwei,0.019162951
UTILITY,Nautilus,0.018517565
UTILITY,Leona,0.01704067
UTILITY,Soraka,0.016142152
UTILITY,Renata,0.012407563
UTILITY,Janna,0.008677266
UTILITY,Lulu,0.008175408
UTILITY,TahmKench,0.0075183334
UTILITY,Milio,0.0026710567
UTILITY,Velkoz,0.00022776327
UTILITY,Xerath,-0.0029383858
UTILITY,Taric,-0.006236878
UTILITY,Morgana,-0.013569139
UTILITY,Ashe,-0.014010528
UTILITY,Blitzcrank,-0.014738562
UTILITY,Yuumi,-0.01822569
UTILITY,Trundle,-0.022145862
