Role,Champion,ImpactScore
UTILITY,Pyke,0.037926972
UTILITY,Braum,0.03720983
UTILITY,Rell,0.032421455
UTILITY,Rakan,0.029380444
UTILITY,Alistar,0.028082328
UTILITY,Maokai,0.027385458
UTILITY,Senna,0.026143387
UTILITY,Bard,0.023057759
UTILITY,Nami,0.022812149
UTILITY,Leona,0.017741125
UTILITY,Nautilus,0.015626015
UTILITY,Janna,0.015534943
UTILITY,Soraka,0.014834326
UTILITY,Renata,0.013385335
UTILITY,TahmKench,0.009084192
UTILITY,Lulu,0.00691049
UTILITY,Milio,0.0037118224
UTILITY,Velkoz,0.002365068
UTILITY,Taric,-0.011072336
UTILITY,Morgana,-0.015845189
UTILITY,Blitzcrank,-0.015874675
UTILITY,Yuumi,-0.01626847
